REG_ID_ENR,OTHER_INSTITUTION_AUTRE
542603,Canada Health Infoway
542603,Canadian Patient Safety Institute
542603,Canadian Institute for Health Information
542603,Canadian Health Council
542608,Canadian Patient Safety Institute
542608,Canadian Institute for Health Information
542608,Intergovernmental Affairs
542608,Canada Health Infoway
542608,Canadian Health Council
542610,Federal Office of Regional Development - Quebec (FORD[Q])
542610,Members of Parliament
542612,Canadian Institute for Health Information
542612,Intergovernmental Affairs
542612,Canada Health Infoway
542612,Canadian Health Council
542612,Canadian Patient Safety Institute
542614,Canadian Ice Service
542618,Pilotage Authorities
542621,Pilotage Authorities
542644,Intergovernmental Affairs
542644,Canadian Institute for Health Information
542644,Canada Health Infoway
542644,Canadian Health Council
542644,Canadian Patient Safety Institute
542645,Canadian Health Council
542645,Canada Health Infoway
542645,Canadian Patient Safety Institute
542646,VARIOUS MEMBERSOF PARLIAMENT AND GOVERNMENT OFFICIALS
542651,FedNor
542652,FedNor
542653,FedNor
542662,Canadian Patient Safety Institute
542662,Canada Health Infoway
542662,Intergovernmental Affairs
542662,Canadian Health Council
542662,Canadian Institute for Health Information
542665,Canadian Patient Safety Institute
542665,Intergovernmental Affairs
542665,Canada Health Infoway
542665,Canadian Health Council
542665,Canadian Institute for Health Information
542666,Canadian Health Council
542666,Canadian Institutes for Health Information
542666,Intergovernmental Affairs
542666,Canadian Patient Safety Institute
542668,Canadian Patient Safety Institute
542668,Canadian Institute for Health Information
542668,Intergovernmental Affairs
542668,Canada Health Infoway
542668,Canadian Health Council
542706,Canadian Institute for Health Research
542706,Canada Millennium Scholarship Foundation
542706,"Council of Ministers of Education, Canada (CMEC)"
542706,Indian and Northern Affairs (INAC)
542725,CANADA BORDER SECURITY AGENCY
542725,Defence Research and Development Canada
542725,Halifax Port Authority
542725,NAV Canada
542725,Public Security & Emergency Preparedness Canada
542727,Business Development Bank
542729,MEMBERS OF PARLIAMENT
542729,VIA RAIL
542729,Port of Vancouver
542733,Canadian Institutes for Health Research
542733,Public Health Agency Canada
542733,Geological Survey of Canada
542733,Geological Survey of Canada
542733,Canadian Forest Service
542733,Energy Retrofit Assistance for Implementation
590177,Office of the Superindent of Financial Institutions (OSFI)
590257,Governor General of Canada
590257,Ministry of Industry
590257,Government of Canada (MP)
590280,Canada-Nova Scotia Offshore Petroleum Board
590280,Coasting Trade Agency
590280,Canada-Newfoundland and Labrador Offshore Petroleum Board
590280,Transport Development Centre
590280,National Contingency Planning Group
590282,Health Council of Canada
590282,Office of the Auditor General
590282,Canadian Institute for Health Information
590282,Intergovernmental Affairs
590282,Canadian Patient Safety Institute
590282,Canada Health Infoway
590282,Mental Health Commission of Canada
590282,Canadian Centre on Substance Abuse
590282,Canadian Health Services Research Foundation
590317,LABOUR AND HOUSING
590317,HUMAN RESOURCES AND SKILLS DEVELOPMENT
590341,Parks Canada Agency
590359,FedNor
590359,Aboriginal Business Canada
590577,Sport Canada
590838,Governor General
590857,Governor General
591117,Labour and Econ. Dev. Agency of Canada
591258,Fonds canadien de la télévision
591258,Via Rail
591258,Administration canadienne de la sureté du transport aérien
591258,Ressources Humaines
591397,Competition Policy Review Panel Secretariat
591398,Department of Justice (DOJ)
591398,Covernor General of Canada (GG)-Canadian Herladic Authority
591398,Canadian Intellectual Property Office (CIPO)
591398,Ministry of Consumer and Commercial Relations
591398,House of Commons Committees
591398,Members of Parliament
591417,Intergovernmental Affairs
591578,Intergovernmental Affairs
591598,Pilotage Authorities
591740,Affaires intergouvernementales et ministre responsable de la région de Québec
591817,Meteorological Services of Canada
591817,Office of the Superintendent of Financial Institutions
591860,Canadian Public Health Agency
591860,Canadian Institute of Health Research
591860,Investment Review Agency
591860,Technology Partnership Canada
592279,Office of the Leader of Government in the House of Commons (Hon. Jay Hill)
592281,Partenariat technologique Canada
592281,Développement économique Canada
592281,Ministère du Revenu du Canada
592497,Canadian Institute for Health Information
592578,Advisory Panel on Canada's System of International Taxation
592657,Office of the Superintendent of Financial Institutions
592737,FedDev Ontario
593037,Canadian Agency for Drugs and Technologies in Health (CADTH)
593037,Canadian Agency for Drugs and Technologies in Health (CADTH)
593038,Canadian Agency for Drugs and Technologies in Health
593317,Ministre du Commerce international
593318,Canadian Air Transport Secuity Authority
593318,Canadian Security Intelligence Services
593319,Canadian Security Intelligence Services
593320,Canadian Security Intelligence Services
593320,Finance and Taxation
593320,Public Safety and Emergency Preparedness
593322,Canadian Security Intelligence Services
593322,Public Safety & Emergency Preparedness
593323,Canadian Security Intelligence Services
593324,Canadian Air Transport Secuity Authority
593324,Canadian Security Intelligence Services
593325,Canadian Air Transport Secuity Authority
593325,Canadian Security Intelligence Services
593517,OFFICE OF THE AUDITOR GENERAL
593737,Federal Office of Regional Development - Quebec (FORD[Q])
593737,Members of Parliament
593818,Broadcasting and Digital Communications Branch
593818,CAVCO
593840,Northern Ontario Development Program
593877,Canadian Deposit Insurance Corporation
593877,Office of the Superintendant of Financial Insititutions
594477,Office of the Federal Interlocutor for Métis
594837,Office of the Minister of Finance
594922,Member of Parliament
498493,FARM CREDIT CORPORATION
498494,FISHERIES AND OCEANS
498503,BUREAU DU PREMIER MINISTRE
498508,MEDICAL RESEARCH COUNCIL
498512, CANADA WHEAT BOARD
498512, CONSUMER & CORPORATE AFFAIRS
498513, PRIME MINISTER`S OFFICE
498514, PRIME MINISTER`S OFFICE
498525,FEDERAL TREATY NEGOTIATION OFFICE
498527,SENATE
498533,MIN. OF INFRASTRUCTURE
498535,MIN. OF INFRASTRUCTURE
498538,EXPORT DEVELOPMENT CORPORATON (EDC)
498543,SEC. STATE (STATUS OF WOMEN)
498543,SEC OF STATE (LATIN AMERICA AND
498546,SENATE
498546,CDN CENTRE ON SUBSTANCE ABUSE
498547,SENATE
498550,HOUSE OF COMMONS; SENATE; LABORATORY CENTRE FOR DISEASE CONTROL; PRIME MINISTER OFFICE; CANADIAN INS
498552,PROFESSIONAL INSTITUTE OF THE PUBLIC SERVICE
498554,NATIONAL LITERACY SECRETARIAT
498555,EXPORT DEVELOPMENT CORPORATION (EDC)
498557,OFFICE OF THE SUPERINTENDENT OF FINANCIAL INSTITUTIONS (OSFI)
498558,OFFICE OF THE SUPERINTENDENT OF FINANCIAL INSTITUTIONS
498566,null
498571,MEMBERS OF FEDERAL CABINET
498571,PRIME MINISTERS OFFICE
498571,MEMBERS OF THE SENATE
498575," DRUGS DIRECTORATE, HEALTH PROTECTION BRANCH"
498576,HOUSE OF COMMONS; SENATE; LABORATORY CENTRE FOR DISEASE CONTROL; PRIME MINISTER OFFICE; CANADIAN INS
498580,CANADA POST
498583,"CANADIAN FOOD INSPECTION AGENCY, OFFICE OF CONSUMER AFFAIRS"
498587,BUREAU OF COMPETITION
498587,PRIME MINISTERS OFFICE
498587,CMHC
498588,FEDERAL TREATY NEGOTIATION OFFIC
498600,OSFI
498600,RETAIL DEBT INDUSTRY
498605,CANADIAN CUSTOMS AND REVENUE AGENCY
498609,CLIMATE CHANGE SECRETARIATE
498609,OFFICE OF THE PRIME MINISTER
498613, DEVELOPPEMENT REGIONAL
498614, CANADIAN DAIRY COMMISION
640073,OFFICE OF THE AUDITOR GENERAL
640073,Office of the Leader of the Opposition
640089,"Canadian Embassy, Washington, D.C."
640089,Human Resources and Skills Development Canada (HRSDC)
640089,Canadian Foundation for Innovation
640141,Office of the Federal Interlocutor for Métis
640141,Minister's Regional Office
640143,Canadian Institute for Health Research
640143,"Council of Ministers of Education, Canada (CMEC)"
640145,International Trade
640145,Public Safety
640145,Minister of State for Democratic Reform
640145,Taxpayers' Ombudsman
640150,International Trade
640151,Canada-Nova Scotia Offshore Petroleum Board
640151,Coasting Trade Agency
640151,Canada-Newfoundland and Labrador Offshore Petroleum Board
640151,Transport Development Centre
640151,National Contingency Planning Group
640151,Labour
640166,DEPARTMENT OF LABOUR AND HOUSING
640166,INTERNATIONAL TRADE CANADA
640166,CANADIAN BORDER SERVICES AGENCY
640187,Office of the Leader of the Opposition (OLO)
640188,Investment Canada Review Agency
640191,Investment Canada Review Agency
640194,Investment Canada Review Agency
640195,Human Resources and Skills Development Canada
640196,Office of Minister of Finance
640196,Office of Minister of Agriculture
640196,Office of the Minister of Health
640196,International Trade
640196,Office of Minister of Justice
640196,Office of Minister of State (WD)
640196,Office of Treasury Board President
640196,Office of Minister of Industry
640196,Office of Minister of State (ACOA)
640196,Office of Minister of State (FedDev Ontario)
640196,Office of Minister of State (Small Business & Tourism)
640198,Office of the Minister of Labour
640198,Office of the Minister of National Revenue
640201,Office of the Privacy Commissioner
640201,Office of the Comptroller General
640201,Office of the Auditor General
640201,Office of the Superintendent of Financial Institutions
640207,Canada Foundation for Innovation
640207,Members of Parliament
640207,Member of Parliament
509700,Développement Économique Canada (DEC)
509701,Association Recherche au Collégial (ARC)
509709,NATIONAL CONTINGENCY PLANNING GROUP
509709,"CANADA NOVA SCOTIA OFFSHORE PETROLEUM BOARD, CANADA NEWFOUNDLAND LABRADOR OFFSHORE PETROLEUM BOARD"
509709,TRANSPORT DEVELOPMENT CENTRE
509709,Coasting Trade Agency
509709,PUBLIC SAFETY & EMERGENCY PREPAREDNESS CANADA
509713,Cabinet Committees
509718,Office of the Superintendent of Financial Institutions
509729,Intergovernmental Affairs
509729,Canadian Institute for Health Information
509729,Canada Health Infoway
509729,Canadian Health Council
509729,Canadian Patient Safety Institute
509730,Intergovernmental Affairs
509730,Canadian Institute for Health Information
509730,Canada Health Infoway
509730,Canadian Health Council
509730,Canadian Patient Safety Institute
509733,Canada Health Infoway
509733,Intergovernmental Affairs
509733,Canadian Health Council
509733,Canadian Institute for Health Research
509733,Canadian Patient Safety Institute
509734,Office of the Superintendent of Financial Institutions
509763,"SOCIAL DEVELOPMENT CANADA, HOUSE OF COMMONS COMMITTEES, SENATE COMMITTEES"
509763,Canadian Institute of Health Research
509769,Développement Économique Canada (DEC)
509770,Développement Économique Canada (DEC)
509771,Members of House of Commons and Senate and House and Senate Committees and their Staff
509771,Labour
509774,OFFICE OF THE SUPERINTENDENT OF FINANCIAL INSTITUTIONS (OSFI)
509780,Coast Guard
509780,Labour Canada
509780,Public Safety & Emergency Preparedness
509795,Développement Économic Québec
509798,Canadian General Standards Board
509801,Ad Hoc Cabinet Committee on Sustainability
509801,the Environment Commons Standing Committee on Environment and Sustainable Development
509801,Atlantic Canada Members of Parliament
509810,Canadian Ice Service
509817,Office of the Superintendent of Financial Institutions
509821,Office of the Superintendent of Financial Institutions
509822,Pilotage Authorities
509831,Transport Infrastructure and Communities
509833,Members of Parliament
509836,Développement économique Canada (DEC)
509839,"DEC, Développement Économique du Canada"
509850,OFFICE OF THE AUDITOR GENERAL
509889,Cabinet Members
509894,FedNor
509899,Canadian Border Services Agency
509899,Canada Customs and Revenue Agency
509900,Canadian Border Services Agency
509900,Canada Customs and Revenue Agency
509902,CANADIAN BORDER SERVICES AGENCY
509903,CANADIAN BORDER SERVICES AGENCY
509906,Canadian Border Services Agency
509906,Canada Customs and Revenue Agency
509914,Office of the Superintendent of Financial Institutions
509929,Canada Post
509939,Canadian Nuclear Safety
509939,Canada Coordinating Office for Health Technology Assessment
509939,Conference Board of Canada
509939,Public Health
509939,Sports Canada
509939,RCMP
509956,Canadian Border Services
509962,Partenariat technologique Canada
509962,Développement économique Canada
509976,Competition Policy Review Panel and Secretariat
509977,Canada Mortgage Housing Corporation
509977,Competition Policy Review Panel
509989,MP's and the Office of Emergency Preparedness and Public Safety
509990,MP's & the Office of Emergency Preparedness and Public Safety
509992,CDIC
509992,Office of the Superintendent of Financial Institutions
509992,FINTRAC
509995,Governor General
509999,Sustainable Development Technology Canada
510020,Canadian Communications group
510025,Copyright Board
510025,Artists and Producers Professional Relations Tribunal
510028,Senators
510045,CFIA - Canadian Food Inspection Agency
510051,International Trade Canada
510052,Intergovernmental Affairs
510052,Canadian Institute for Health Information
510052,Canada Health Infoway
510052,Canadian Health Council
510052,Canadian Patient Safety Institute
510053,Canadian Patient Safety Institute
510053,Canadian Institute for Health Information
510053,Intergovernmental Affairs
510053,Canada Health Infoway
510053,Canadian Health Council
510055,Climate Change Secretariat
510055,Canada-Nova Scotia Offshore Petroleum Board
510055,Auditor General
510055,Public Safety & Emergency Preparedness
510059,International Security Branch
510067,Northern Pipeline Agency
510104,Fonds canadien de la télévision
510104,Via Rail
510104,Administration canadienne de la sureté du transport aérien
510104,Ressources Humaines
510105,Canada Post
510109,Canada Council
510109,Canadian Foundation for Innovation
510110,"NATURAL RESOURCES CANADA, ENERGY SECTOR"
510127,Federal Economic Development Initiative for Northern Ontario
510128,Federal Economic Development Initiative for Northern Ontario
510130,Geological Survey of Canada
510130,Public Health Agency Canada
510130,Canadian Institutes for Health Research
510133,Office of the Superintendent of Financial Institutions
510134,Members of both Houses of Parliament and staff
510134,Office of the Superintendent of Financial Institutions
510135,Canadian Institute for Health Information
510135,Intergovernmental Affairs
510135,Canada Health Infoway
510135,Canadian Health Council
510135,Canadian Patient Safety Institute
510136,labour
510138,GENOME CANADA
510138,CDN FOOD INSPECTION AGENCY
510138,CIHR
510152,Sports Canada
510159,Auditor General
510161,DEFENCE RESEARCH & DEVELOPMENT CANADA
510169,Senators
510170,Communication Security Establishment
510173,Treasury Board Secretariat of Canada
510173,Office of the Chief Actuary of Canada
510180,House of Commons / Senate of Canada
510184,Office of the Superintendent of Financial Institutions (OSFI)
510186,PUBLIC SAFETY & EMERGENCY PREPAREDNESS CANADA
510187,Senators
510188,CEAA
510190,Office of the Superintendant of Financia Institutions
510191,Senators
510196,MINISTRY OF TRANSPORTATION
510200,Parks Canada Agency
510202,"Office of the Superintendent of Financial Institutions, Bureau of Competition"
510203,"Office of the Superintendent of Financial Institutions, Bureau of Competition"
510204,Office of the Superintendent of Financial Institutions
510204,Bureau of Competition
510205,Office of the Superintendent of Financial Institutions
510205,Bureau of Competition
510216,Bureau du Surintendant des Institutions Financières (BSIF)
510226,SCHL
510229,Governor General
510230,Office of the Superintendent of Financial Institutions
510240,Members of the Senate
510240,National Round Table on the Environment and the Economy
510241,l'Agence de développement économique
510248,Agence de développement économique
510253,AUDITOR GENERAL OF CANADA
510253,EXPORT DEVELOPMENT CORPORATION
510253,OFFICE OF CRITICAL INFRASTRUCTURE PROTECTION AND EMERGENCY PREPAREDNESS
510253,CANADA CUSTOMS AND REVENUE AGENCY
510258,Ongoing Discussions with all Ministries
510265,International Trade
510272,Newfoundland Members of Parliament
510276,CANADA BORDER SECURITY AGENCY
510276,PUBLIC SAFETY & EMERCENCY PREPAREDNESS CANADA
510277,PUBLIC SAFETY EMERGENCY PREPAREDNESS CANADA
510278,PUBLIC SAFETY EMERGENCY PREPAREDNESS CANADA
510283,NAV CANADA
510283,PUBLIC SECURITY & EMERGENCY PREPAREDNESS CANADA
510283,DEFENCE RESEARCH & DEVELOPMENT CANADA
510283,CANADA BORDER SECURITY AGENCY
510283,HALIFAX PORT AUTHORITY
510290,Pest Management Registration Agency
510297,Transport Committee
510300,Transport Committee
510305,Office of the Superintendent of Financial Institutions
595098,Department of Transport
595137,"Finance Canada, Members of Parliament"
595339,Rural and Co-operatives Secretariat
595439,Copyright Board
595460,Privacy Commissioner
